stock_id,stock_name,asset_type,source_industry
2542,興富發,COMMON_STOCK,建材營造
2543,皇昌,COMMON_STOCK,建材營造
2545,皇翔,COMMON_STOCK,建材營造
2546,根基,COMMON_STOCK,建材營造
2547,日勝生,COMMON_STOCK,建材營造
2548,華固,COMMON_STOCK,建材營造
2597,潤弘,COMMON_STOCK,建材營造
2603,長榮,COMMON_STOCK,交通運輸及航運
2605,新興,COMMON_STOCK,交通運輸及航運
2606,裕民,COMMON_STOCK,交通運輸及航運
2608,嘉里大榮,COMMON_STOCK,交通運輸及航運
2609,陽明,COMMON_STOCK,交通運輸及航運
2411,飛瑞,COMMON_STOCK,電子工業
2437,旺詮,COMMON_STOCK,電子工業
2448,晶電,COMMON_STOCK,光電業
2610,華航,COMMON_STOCK,交通運輸及航運
2611,志信,COMMON_STOCK,交通運輸及航運
2613,中櫃,COMMON_STOCK,交通運輸及航運
2614,東森,COMMON_STOCK,貿易百貨
2615,萬海,COMMON_STOCK,交通運輸及航運
2617,台航,COMMON_STOCK,交通運輸及航運
2633,台灣高鐵,COMMON_STOCK,交通運輸及航運
2634,漢翔,COMMON_STOCK,其他
2636,台驊控股,COMMON_STOCK,交通運輸及航運
2637,慧洋-KY,COMMON_STOCK,交通運輸及航運
2701,萬企,COMMON_STOCK,休閒娛樂
2702,華園,COMMON_STOCK,休閒娛樂
2704,國賓,COMMON_STOCK,休閒娛樂
2705,六福,COMMON_STOCK,休閒娛樂
2706,第一店,COMMON_STOCK,休閒娛樂
2707,晶華,COMMON_STOCK,休閒娛樂
2712,遠雄來,COMMON_STOCK,休閒娛樂
2722,夏都,COMMON_STOCK,休閒娛樂
2723,美食-KY,COMMON_STOCK,食品
2727,王品,COMMON_STOCK,食品
2731,雄獅,COMMON_STOCK,休閒娛樂
2739,寒舍,COMMON_STOCK,休閒娛樂
2748,雲品,COMMON_STOCK,休閒娛樂
2753,八方雲集,COMMON_STOCK,食品
2762,世界健身-KY,COMMON_STOCK,運動休閒
2807,竹商銀,COMMON_STOCK,金融保險
2809,京城銀,COMMON_STOCK,金融
2823,中壽,COMMON_STOCK,金融保險
2827,中聯,COMMON_STOCK,金融保險
2831,中華銀,COMMON_STOCK,金融保險
2833,台壽保,COMMON_STOCK,金融保險
2833A,台壽甲,PREFERRED_STOCK,金融保險
2837,萬泰銀,COMMON_STOCK,金融保險
2841,台開,COMMON_STOCK,建材營造
2845,遠東銀,COMMON_STOCK,金融
2847,大眾銀,COMMON_STOCK,金融保險
2849,安泰銀,COMMON_STOCK,金融
2850,新產,COMMON_STOCK,金融
2851,中再保,COMMON_STOCK,金融
2852,第一保,COMMON_STOCK,金融
2854,寶來證,COMMON_STOCK,金融保險
2855,統一證,COMMON_STOCK,金融
2867,三商壽,COMMON_STOCK,金融
2880,華南金,COMMON_STOCK,金融
2881,富邦金,COMMON_STOCK,金融
2882,國泰金,COMMON_STOCK,金融
2883,凱基金,COMMON_STOCK,金融
2884,玉山金,COMMON_STOCK,金融
2885,元大金,COMMON_STOCK,金融
2886,兆豐金,COMMON_STOCK,金融
2887,台新新光金,COMMON_STOCK,金融
2888,新光金,COMMON_STOCK,金融
2889,國票金,COMMON_STOCK,金融
2890,永豐金,COMMON_STOCK,金融
2891,中信金,COMMON_STOCK,金融
2892,第一金,COMMON_STOCK,金融
2897,王道銀行,COMMON_STOCK,金融
2901,欣欣,COMMON_STOCK,貿易百貨
2903,遠百,COMMON_STOCK,貿易百貨
2904,匯僑,COMMON_STOCK,其他
2905,三商,COMMON_STOCK,貿易百貨
2906,高林,COMMON_STOCK,貿易百貨
2908,特力,COMMON_STOCK,貿易百貨
2910,統領,COMMON_STOCK,貿易百貨
2911,麗嬰房,COMMON_STOCK,貿易百貨
2923,鼎固-KY,COMMON_STOCK,建材營造
2929,淘帝-KY,COMMON_STOCK,貿易百貨
2936,客思達-KY,COMMON_STOCK,貿易百貨
2939,永邑-KY,COMMON_STOCK,貿易百貨
2945,三商家購,COMMON_STOCK,貿易百貨
3004,豐達科,COMMON_STOCK,鋼鐵
3007,綠點,COMMON_STOCK,電子工業
3010,華立,COMMON_STOCK,電動車輛產業
3011,今皓,COMMON_STOCK,電腦及週邊設備
3015,全漢,COMMON_STOCK,電腦及週邊設備
3017,奇鋐,COMMON_STOCK,電腦及週邊設備
3018,隆銘綠能,COMMON_STOCK,電機機械
3019,亞光,COMMON_STOCK,電腦及週邊設備
3021,鴻名,COMMON_STOCK,連接器
3022,威強電,COMMON_STOCK,電腦及週邊設備
3023,信邦,COMMON_STOCK,電腦及週邊設備
3020,奇普仕,COMMON_STOCK,電子通路業
3024,憶聲,COMMON_STOCK,平面顯示器
3025,星通,COMMON_STOCK,通信網路
3026,禾伸堂,COMMON_STOCK,能源元件
3027,盛達,COMMON_STOCK,通信網路
3028,增你強,COMMON_STOCK,電腦及週邊設備
3029,零壹,COMMON_STOCK,大數據
3030,德律,COMMON_STOCK,印刷電路板
3031,佰鴻,COMMON_STOCK,平面顯示器
3032,偉訓,COMMON_STOCK,電腦及週邊設備
3034,聯詠,COMMON_STOCK,半導體
3035,智原,COMMON_STOCK,半導體
3036,文曄,COMMON_STOCK,半導體
3037,欣興,COMMON_STOCK,印刷電路板
3049,精金,COMMON_STOCK,觸控面板
3050,鈺德,COMMON_STOCK,太陽能產業
3051,力特,COMMON_STOCK,平面顯示器
3052,夆典,COMMON_STOCK,建材營造
3054,立萬利,COMMON_STOCK,食品生技
3055,蔚華科,COMMON_STOCK,半導體
3056,富華新,COMMON_STOCK,建材營造
3057,喬鼎,COMMON_STOCK,大數據
3058,立德,COMMON_STOCK,電腦及週邊設備
3059,華晶科,COMMON_STOCK,電腦及週邊設備
3060,銘異,COMMON_STOCK,電腦及週邊設備
3062,建漢,COMMON_STOCK,通信網路
3090,日電貿,COMMON_STOCK,被動元件
3092,鴻碩,COMMON_STOCK,電腦及週邊設備
3094,聯傑,COMMON_STOCK,半導體
3135,凌航,COMMON_STOCK,大數據
3138,耀登,COMMON_STOCK,通信網路
3142,遠茂,COMMON_STOCK,電子工業
3149,正達,COMMON_STOCK,觸控面板
3150,鈺寶-創,COMMON_STOCK,半導體
3164,景岳,COMMON_STOCK,食品生技
3167,大量,COMMON_STOCK,鋼鐵
3168,眾福科,COMMON_STOCK,平面顯示器
3189,景碩,COMMON_STOCK,半導體
3209,全科,COMMON_STOCK,半導體
3214,元砷,COMMON_STOCK,電子工業
3229,晟鈦,COMMON_STOCK,貿易百貨
3231,緯創,COMMON_STOCK,電腦及週邊設備
3257,虹冠電,COMMON_STOCK,半導體
3266,昇陽,COMMON_STOCK,建材營造
3296,勝德,COMMON_STOCK,電腦及週邊設備
3305,昇貿,COMMON_STOCK,太陽能產業
3308,聯德,COMMON_STOCK,電腦及週邊設備
3311,閎暉,COMMON_STOCK,石化及塑橡膠
3312,弘憶股,COMMON_STOCK,半導體
3321,同泰,COMMON_STOCK,印刷電路板
3338,泰碩,COMMON_STOCK,電腦及週邊設備
3380,明泰,COMMON_STOCK,通信網路
3383,新世紀,COMMON_STOCK,LED照明產業
3413,京鼎,COMMON_STOCK,半導體
3419,譁裕,COMMON_STOCK,連接器
3437,榮創,COMMON_STOCK,汽車
3450,聯鈞,COMMON_STOCK,通信網路
3454,晶睿,COMMON_STOCK,電腦及週邊設備
3481,群創,COMMON_STOCK,平面顯示器
3504,揚明光,COMMON_STOCK,電腦及週邊設備
3515,華擎,COMMON_STOCK,電腦及週邊設備
3535,晶彩科,COMMON_STOCK,印刷電路板
3536,誠創,COMMON_STOCK,平面顯示器
3543,州巧,COMMON_STOCK,醫療器材
3545,敦泰,COMMON_STOCK,半導體
3550,聯穎,COMMON_STOCK,電腦及週邊設備
3557,嘉威,COMMON_STOCK,其他
3563,牧德,COMMON_STOCK,印刷電路板
3053,鼎營,COMMON_STOCK,電子工業
3063,飛信,COMMON_STOCK,電子工業
3271,其樂達,COMMON_STOCK,電子工業
3315,宣昶,COMMON_STOCK,電子工業
3474,華亞科,COMMON_STOCK,半導體業
3559,全智科,COMMON_STOCK,電子工業
3514,昱晶,COMMON_STOCK,光電業
3576,聯合再生,COMMON_STOCK,太陽能產業
3583,辛耘,COMMON_STOCK,平面顯示器
3588,通嘉,COMMON_STOCK,半導體
3591,艾笛森,COMMON_STOCK,LED照明產業
3592,瑞鼎,COMMON_STOCK,半導體
3593,力銘,COMMON_STOCK,電腦及週邊設備
3596,智易,COMMON_STOCK,通信網路
3605,宏致,COMMON_STOCK,連接器
3607,谷崧,COMMON_STOCK,電腦及週邊設備
3617,碩天,COMMON_STOCK,電腦及週邊設備
3622,洋華,COMMON_STOCK,智慧電網
3645,達邁,COMMON_STOCK,印刷電路板
3652,精聯,COMMON_STOCK,電腦及週邊設備
3653,健策,COMMON_STOCK,半導體
3661,世芯-KY,COMMON_STOCK,半導體
3665,貿聯-KY,COMMON_STOCK,醫療器材
3669,圓展,COMMON_STOCK,人工智慧
3673,TPK-KY,COMMON_STOCK,觸控面板
3679,新至陞,COMMON_STOCK,電腦及週邊設備
3682,亞太電,COMMON_STOCK,通信網路
3686,達能,COMMON_STOCK,太陽能產業
3694,海華,COMMON_STOCK,通信網路
3701,大眾控,COMMON_STOCK,電腦及週邊設備
3702,大聯大,COMMON_STOCK,半導體
3703,欣陸,COMMON_STOCK,其他
3704,合勤控,COMMON_STOCK,資通訊安全
3705,永信,COMMON_STOCK,製藥
3706,神達,COMMON_STOCK,人工智慧
3708,上緯投控,COMMON_STOCK,風力發電
3711,日月光投控,COMMON_STOCK,半導體
3712,永崴投控,COMMON_STOCK,風力發電
3714,富采,COMMON_STOCK,LED照明產業
3715,定穎投控,COMMON_STOCK,印刷電路板
3716,中化控股,COMMON_STOCK,製藥
3717,聯嘉投控,COMMON_STOCK,汽車工業
4104,佳醫,COMMON_STOCK,醫療器材
4106,雃博,COMMON_STOCK,醫療器材
4119,旭富,COMMON_STOCK,製藥
4133,亞諾法,COMMON_STOCK,醫療器材
4137,麗豐-KY,COMMON_STOCK,食品生技
4141,龍燈-KY,COMMON_STOCK,其他
4142,國光生,COMMON_STOCK,製藥
4155,訊映,COMMON_STOCK,醫療器材
4306,炎洲,COMMON_STOCK,石化及塑橡膠
4414,如興,COMMON_STOCK,紡織
4426,利勤,COMMON_STOCK,紡織
4438,廣越,COMMON_STOCK,醫療器材
4439,冠星-KY,COMMON_STOCK,紡織纖維
4440,宜新實業,COMMON_STOCK,紡織
4441,振大環球,COMMON_STOCK,紡織
4526,東台,COMMON_STOCK,電機機械
4532,瑞智,COMMON_STOCK,電機機械
4536,拓凱,COMMON_STOCK,其他
4540,全球傳動,COMMON_STOCK,電機機械
4545,銘鈺,COMMON_STOCK,電腦及週邊設備
4551,智伸科,COMMON_STOCK,汽車
4552,力達-KY,COMMON_STOCK,電機機械
4555,氣立,COMMON_STOCK,電機機械
4557,永新-KY,COMMON_STOCK,汽車工業
4560,強信-KY,COMMON_STOCK,電機機械
4562,穎漢,COMMON_STOCK,電機機械
4564,元翎,COMMON_STOCK,電機機械
4566,時碩工業,COMMON_STOCK,電機機械
4569,六方科-KY,COMMON_STOCK,汽車工業
4571,鈞興-KY,COMMON_STOCK,電機機械
4572,駐龍,COMMON_STOCK,電機機械
4576,大銀微系統,COMMON_STOCK,電機機械
4581,光隆精密-KY,COMMON_STOCK,汽車工業
4583,台灣精銳,COMMON_STOCK,電機機械
4585,達明,COMMON_STOCK,人工智慧
4588,玖鼎電力,COMMON_STOCK,智慧電網
4590,富田-創,COMMON_STOCK,汽車
4720,德淵,COMMON_STOCK,醫療器材
3638,F-IML,COMMON_STOCK,電子工業
3579,尚志,COMMON_STOCK,半導體業
4144,康聯-KY,COMMON_STOCK,生技醫療業
3697,F-晨星,COMMON_STOCK,電子工業
4190,佐登-KY,COMMON_STOCK,化學生技醫療
3698,隆達,COMMON_STOCK,光電業
4722,國精化,COMMON_STOCK,平面顯示器
4736,泰博,COMMON_STOCK,醫療器材
4737,華廣,COMMON_STOCK,醫療器材
4739,康普,COMMON_STOCK,電動車輛產業
4746,台耀,COMMON_STOCK,製藥
4755,三福化,COMMON_STOCK,LED照明產業
4764,雙鍵,COMMON_STOCK,其他
4766,南寶,COMMON_STOCK,石化及塑橡膠
4770,上品,COMMON_STOCK,平面顯示器
4771,望隼,COMMON_STOCK,醫療器材
4807,日成-KY,COMMON_STOCK,貿易百貨
4904,遠傳,COMMON_STOCK,通信網路
4906,正文,COMMON_STOCK,通信網路
4912,聯德控股-KY,COMMON_STOCK,電腦及週邊設備
4915,致伸,COMMON_STOCK,電腦及週邊設備
4916,事欣科,COMMON_STOCK,電腦及週邊設備
4919,新唐,COMMON_STOCK,半導體
4930,燦星網,COMMON_STOCK,貿易百貨
4935,茂林-KY,COMMON_STOCK,LED照明產業
4938,和碩,COMMON_STOCK,通信網路
4949,有成精密,COMMON_STOCK,半導體
4952,凌通,COMMON_STOCK,人工智慧
4961,天鈺,COMMON_STOCK,半導體
5222,全訊,COMMON_STOCK,半導體
5234,達興材料,COMMON_STOCK,電動車輛產業
5243,乙盛-KY,COMMON_STOCK,鋼鐵
5284,jpp-KY,COMMON_STOCK,醫療器材
5288,豐祥-KY,COMMON_STOCK,醫療器材
5306,桂盟,COMMON_STOCK,鋼鐵
5388,中磊,COMMON_STOCK,通信網路
5434,崇越,COMMON_STOCK,被動元件
5469,瀚宇博,COMMON_STOCK,印刷電路板
5471,松翰,COMMON_STOCK,半導體
5484,慧友,COMMON_STOCK,電腦及週邊設備
5515,建國,COMMON_STOCK,建材營造
5519,隆大,COMMON_STOCK,建材營造
5521,工信,COMMON_STOCK,建材營造
5522,遠雄,COMMON_STOCK,建材營造
5525,順天,COMMON_STOCK,建材營造
5531,鄉林,COMMON_STOCK,建材營造
5533,皇鼎,COMMON_STOCK,建材營造
5534,長虹,COMMON_STOCK,建材營造
5538,東明-KY,COMMON_STOCK,鋼鐵
5546,永固-KY,COMMON_STOCK,建材營造
5706,鳳凰,COMMON_STOCK,休閒娛樂
5854,合庫,COMMON_STOCK,金融保險
5871,中租-KY,COMMON_STOCK,金融
6004,元京證,COMMON_STOCK,金融保險
6012,金鼎證,COMMON_STOCK,金融保險
6112,邁達特,COMMON_STOCK,大數據
6115,鎰勝,COMMON_STOCK,電腦及週邊設備
6120,達運,COMMON_STOCK,平面顯示器
6128,上福,COMMON_STOCK,休閒娛樂
6131,鈞泰,COMMON_STOCK,電腦及週邊設備
6152,百一,COMMON_STOCK,通信網路
6165,浪凡,COMMON_STOCK,連接器
6166,凌華,COMMON_STOCK,電腦及週邊設備
6168,宏齊,COMMON_STOCK,平面顯示器
6172,互億,COMMON_STOCK,電腦及週邊設備
6176,瑞儀,COMMON_STOCK,平面顯示器
6177,達麗,COMMON_STOCK,建材營造
6183,關貿,COMMON_STOCK,大數據
6189,豐藝,COMMON_STOCK,平面顯示器
6191,精成科,COMMON_STOCK,印刷電路板
6192,巨路,COMMON_STOCK,汽電共生
6196,帆宣,COMMON_STOCK,其他
6197,佳必琪,COMMON_STOCK,連接器
6201,亞弘電,COMMON_STOCK,醫療器材
6202,盛群,COMMON_STOCK,電動車輛產業
6205,詮欣,COMMON_STOCK,電腦及週邊設備
4733,上緯,COMMON_STOCK,化學生技醫療
4984,科納-KY,COMMON_STOCK,通信網路業
4725,信昌化,COMMON_STOCK,化學工業
5259,奕智博,COMMON_STOCK,光電業
01001T,土銀富邦R1,REIT,受益證券
01002T,土銀國泰R1,REIT,受益證券
01003T,兆豐新光R1,REIT,受益證券
2883A,開發特,PREFERRED_STOCK,金融
3130,一零四,COMMON_STOCK,電子商務
01004T,土銀富邦R2,REIT,受益證券
01005T,三鼎,REIT,受益證券
01007T,兆豐國泰R2,REIT,受益證券
01008T,駿馬R1,REIT,受益證券
01009T,王道圓滿R1,REIT,受益證券
1432,大魯閣,COMMON_STOCK,紡織
1439,雋揚,COMMON_STOCK,建材營造
1443,立益,COMMON_STOCK,其他
1453,大將,COMMON_STOCK,紡織
1456,怡華,COMMON_STOCK,紡織
1472,三洋實業,COMMON_STOCK,建材營造
1598,岱宇,COMMON_STOCK,其他
1736,喬山,COMMON_STOCK,其他
2062,橋椿,COMMON_STOCK,其他
2241,艾姆勒,COMMON_STOCK,汽車
2340,台亞,COMMON_STOCK,汽車
2424,隴華,COMMON_STOCK,通信網路
2429,銘旺科,COMMON_STOCK,觸控面板
00729R,第一金工業30反1,ETF,ETF
00732,國泰RMB短期報酬,ETF,ETF
00742,新光內需收益,ETF,ETF
00743,國泰中國A150,ETF,ETF
00766L,台新MSCI中國正2,ETF,ETF
00767,FH美國金融股,ETF,ETF
00774B,新光中國政金綠債,ETF,ETF
00774C,新光中政金綠債+R,ETF,ETF
00776,新光ICE美國權值,ETF,ETF
00866,新光Shiller CAPE,ETF,ETF
00906,大華元宇宙科技50,ETF,ETF
020002,元富新中國N,ETN,ETN
1729,必翔,COMMON_STOCK,生技醫療業
020004,兆豐電菁英30N,ETN,ETN
020005,永豐外資50N,ETN,ETN
020006,永昌中小300N,ETN,ETN
020007,凱基臺灣500N,ETN,ETN
020008,元大特股高息N,ETN,ETN
020022,元大電動車N,ETN,ETN
1107,建台,COMMON_STOCK,其他
1520,復盛,COMMON_STOCK,其他
1523,開億,COMMON_STOCK,電機機械
1716,永信,COMMON_STOCK,化學生技醫療
2254,巨鎧精密-創,COMMON_STOCK,電機機械
2418,雅新,COMMON_STOCK,電子工業
2403,友尚,COMMON_STOCK,電子通路業
2361,鴻友,COMMON_STOCK,電腦及週邊設備業
2384,勝華,COMMON_STOCK,電子工業
2350,環電,COMMON_STOCK,電子工業
2396,精碟,COMMON_STOCK,電子工業
2446,全懋,COMMON_STOCK,電子工業
2447,鼎新,COMMON_STOCK,電子工業
8487,愛爾達-創,COMMON_STOCK,文化創意業
0054,元大台商50,ETF,ETF
0058,富邦發達,ETF,ETF
0059,富邦金融,ETF,ETF
0060,新台灣,ETF,ETF
00649,FH香港,ETF,ETF
00658L,國泰日本正2,ETF,ETF
00659R,國泰日本反1,ETF,ETF
00667,元大韓國,ETF,ETF
00672L,元大S&P原油正2,ETF,ETF
00677U,期富邦VIX,ETF,ETF
00691R,兆豐藍籌30反1,ETF,ETF
00698L,元大美債7-10正2,ETF,ETF
0050,元大台灣50,ETF,ETF
00763U,期街口道瓊銅,ETF,ETF
4927,泰鼎-KY,COMMON_STOCK,印刷電路板
4934,太極,COMMON_STOCK,太陽能產業
4942,嘉彰,COMMON_STOCK,平面顯示器
4943,康控-KY,COMMON_STOCK,連接器
4956,光鋐,COMMON_STOCK,LED照明產業
4958,臻鼎-KY,COMMON_STOCK,印刷電路板
4960,誠美材,COMMON_STOCK,平面顯示器
4967,十銓,COMMON_STOCK,電腦及週邊設備
4968,立積,COMMON_STOCK,半導體
4976,佳凌,COMMON_STOCK,電腦及週邊設備
4977,眾達-KY,COMMON_STOCK,通信網路
4989,榮科,COMMON_STOCK,印刷電路板
4999,鑫禾,COMMON_STOCK,電腦及週邊設備
5007,三星,COMMON_STOCK,電機機械
5203,訊連,COMMON_STOCK,人工智慧
5215,科嘉-KY,COMMON_STOCK,電腦及週邊設備
5225,東科-KY,COMMON_STOCK,其他
5244,弘凱,COMMON_STOCK,LED照明產業
5258,虹堡,COMMON_STOCK,電腦及週邊設備
5269,祥碩,COMMON_STOCK,半導體
5283,禾聯碩,COMMON_STOCK,其他
5285,界霖,COMMON_STOCK,半導體
5292,華懋,COMMON_STOCK,其他
5607,遠雄港,COMMON_STOCK,交通運輸及航運
5608,四維航,COMMON_STOCK,交通運輸及航運
5876,上海商銀,COMMON_STOCK,金融
5880,合庫金,COMMON_STOCK,金融
5906,台南-KY,COMMON_STOCK,貿易百貨
5907,大洋-KY,COMMON_STOCK,貿易百貨
6005,群益證,COMMON_STOCK,金融
6024,群益期,COMMON_STOCK,金融
6108,競國,COMMON_STOCK,印刷電路板
6116,彩晶,COMMON_STOCK,平面顯示器
6117,迎廣,COMMON_STOCK,電腦及週邊設備
6133,金橋,COMMON_STOCK,連接器
6136,富爾特,COMMON_STOCK,通信網路
6139,亞翔,COMMON_STOCK,其他
6141,柏承,COMMON_STOCK,印刷電路板
6142,友勁,COMMON_STOCK,通信網路
6153,嘉聯益,COMMON_STOCK,印刷電路板
6155,鈞寶,COMMON_STOCK,被動元件
6164,華興,COMMON_STOCK,LED照明產業
6206,飛捷,COMMON_STOCK,電腦及週邊設備
6209,今國光,COMMON_STOCK,電腦及週邊設備
6213,聯茂,COMMON_STOCK,印刷電路板
6214,精誠,COMMON_STOCK,軟體服務
6255,奈普,COMMON_STOCK,電子工業
6286,立錡,COMMON_STOCK,半導體業
6215,和椿,COMMON_STOCK,其他
6216,居易,COMMON_STOCK,通信網路
6224,聚鼎,COMMON_STOCK,被動元件
6225,天瀚,COMMON_STOCK,貿易百貨
6226,光鼎,COMMON_STOCK,LED照明產業
6230,尼得科超眾,COMMON_STOCK,電腦及週邊設備
6235,華孚,COMMON_STOCK,電腦及週邊設備
6239,力成,COMMON_STOCK,半導體
6243,迅杰,COMMON_STOCK,半導體
6251,定穎,COMMON_STOCK,印刷電路板
6257,矽格,COMMON_STOCK,半導體
6269,台郡,COMMON_STOCK,印刷電路板
6271,同欣電,COMMON_STOCK,印刷電路板
6272,驊陞,COMMON_STOCK,連接器
6277,宏正,COMMON_STOCK,人工智慧
6278,台表科,COMMON_STOCK,智慧電網
6280,崇貿,COMMON_STOCK,電子工業
6281,全國電,COMMON_STOCK,貿易百貨
6282,康舒,COMMON_STOCK,智慧電網
6283,淳安,COMMON_STOCK,電腦及週邊設備
6285,啟碁,COMMON_STOCK,通信網路
6288,聯嘉,COMMON_STOCK,LED照明產業
6289,華上,COMMON_STOCK,LED照明產業
6405,悅城,COMMON_STOCK,觸控面板
6592A,和潤企業甲特,PREFERRED_STOCK,其他
6592B,和潤企業乙特,PREFERRED_STOCK,其他
1530,亞崴,COMMON_STOCK,電機機械
1531,高林股,COMMON_STOCK,電機機械
1533,車王電,COMMON_STOCK,電機機械
1535,中宇,COMMON_STOCK,電機機械
1538,正峰,COMMON_STOCK,汽車
1539,巨庭,COMMON_STOCK,電機機械
1540,喬福,COMMON_STOCK,電機機械
1541,錩泰,COMMON_STOCK,電機機械
1560,中砂,COMMON_STOCK,電機機械
1726,永記,COMMON_STOCK,其他
1732,毛寶,COMMON_STOCK,石化及塑橡膠
1734,杏輝,COMMON_STOCK,製藥
1752,南光,COMMON_STOCK,製藥
1762,中化生,COMMON_STOCK,製藥
1783,和康生,COMMON_STOCK,醫療器材
1786,科妍,COMMON_STOCK,醫療器材
1789,神隆,COMMON_STOCK,製藥
1795,美時,COMMON_STOCK,食品生技
1802,台玻,COMMON_STOCK,印刷電路板
1805,寶徠,COMMON_STOCK,建材營造
1806,冠軍,COMMON_STOCK,建材營造
1808,潤隆,COMMON_STOCK,建材營造
1810,和成,COMMON_STOCK,建材營造
1817,凱撒衛,COMMON_STOCK,貿易百貨
1903,士紙,COMMON_STOCK,造紙
1906,寶隆,COMMON_STOCK,造紙
1909,榮成,COMMON_STOCK,造紙
2002,中鋼,COMMON_STOCK,鋼鐵
2023,燁輝,COMMON_STOCK,鋼鐵
2025,千興,COMMON_STOCK,鋼鐵
2027,大成鋼,COMMON_STOCK,鋼鐵
2028,威致,COMMON_STOCK,鋼鐵
2030,彰源,COMMON_STOCK,鋼鐵
2032,新鋼,COMMON_STOCK,鋼鐵
2034,允強,COMMON_STOCK,鋼鐵
2049,上銀,COMMON_STOCK,自動化
2059,川湖,COMMON_STOCK,電腦及週邊設備
2069,運錩,COMMON_STOCK,鋼鐵
2101,南港,COMMON_STOCK,汽車
2103,台橡,COMMON_STOCK,石化及塑橡膠
2104,國際中橡,COMMON_STOCK,石化及塑橡膠
1468,昶和,COMMON_STOCK,紡織
1470,大統新創,COMMON_STOCK,紡織
1471,首利,COMMON_STOCK,電腦及週邊設備
1473,台南,COMMON_STOCK,紡織
1474,弘裕,COMMON_STOCK,紡織
1475,業旺,COMMON_STOCK,紡織
1476,儒鴻,COMMON_STOCK,紡織
1477,聚陽,COMMON_STOCK,紡織
1503,士電,COMMON_STOCK,風力發電
1504,東元,COMMON_STOCK,電機機械
1506,正道,COMMON_STOCK,電機機械
1512,瑞利,COMMON_STOCK,電機機械
1515,力山,COMMON_STOCK,電機機械
1516,川飛,COMMON_STOCK,其他
1517,利奇,COMMON_STOCK,電機機械
1521,大億,COMMON_STOCK,汽車
1522,堤維西,COMMON_STOCK,汽車
1524,耿鼎,COMMON_STOCK,汽車
1525,江申,COMMON_STOCK,汽車
1526,日馳,COMMON_STOCK,電機機械
1527,鑽全,COMMON_STOCK,電機機械
1558,伸興,COMMON_STOCK,電機機械
1568,倉佑,COMMON_STOCK,電機機械
1582,信錦,COMMON_STOCK,電腦及週邊設備
1583,程泰,COMMON_STOCK,電機機械
1587,吉茂,COMMON_STOCK,汽車
1597,直得,COMMON_STOCK,電機機械
1603,華電,COMMON_STOCK,智慧電網
1604,聲寶,COMMON_STOCK,平面顯示器
1605,華新,COMMON_STOCK,智慧電網
1609,大亞,COMMON_STOCK,智慧電網
00752,中信中國50,ETF,ETF
00753L,中信中國50正2,ETF,ETF
00757,統一FANG+,ETF,ETF
00762,元大全球AI,ETF,ETF
00783,富邦中証500,ETF,ETF
00830,國泰費城半導體,ETF,ETF
00850,元大臺灣ESG永續,ETF,ETF
00851,台新全球AI,ETF,ETF
1464,得力,COMMON_STOCK,紡織
1465,偉全,COMMON_STOCK,紡織
1466,聚隆,COMMON_STOCK,紡織
1467,南緯,COMMON_STOCK,紡織
2227,裕日車,COMMON_STOCK,汽車
2228,劍麟,COMMON_STOCK,汽車
2231,為升,COMMON_STOCK,汽車
2233,宇隆,COMMON_STOCK,電機機械
2239,英利-KY,COMMON_STOCK,汽車
2247,汎德永業,COMMON_STOCK,汽車
2302,麗正,COMMON_STOCK,半導體
2303,聯電,COMMON_STOCK,半導體
2305,全友,COMMON_STOCK,電腦及週邊設備
2328,廣宇,COMMON_STOCK,印刷電路板
2329,華泰,COMMON_STOCK,半導體
2330,台積電,COMMON_STOCK,半導體
2332,友訊,COMMON_STOCK,通信網路
2337,旺宏,COMMON_STOCK,半導體
2338,光罩,COMMON_STOCK,半導體
2342,茂矽,COMMON_STOCK,半導體
2344,華邦電,COMMON_STOCK,半導體
2345,智邦,COMMON_STOCK,通信網路
2347,聯強,COMMON_STOCK,半導體
2348,海悅,COMMON_STOCK,其他
2349,錸德,COMMON_STOCK,電腦及週邊設備
2354,鴻準,COMMON_STOCK,電腦及週邊設備
2355,敬鵬,COMMON_STOCK,印刷電路板
00689R,國泰20年美債反1,ETF,ETF
00690,兆豐藍籌30,ETF,ETF
00692,富邦公司治理,ETF,ETF
00693U,期街口S&P黃豆,ETF,ETF
00700,富邦恒生國企,ETF,ETF
00701,國泰股利精選30,ETF,ETF
00702,國泰標普低波高息,ETF,ETF
00706L,期元大S&P日圓正2,ETF,ETF
00924,復華S&P500成長,ETF,ETF
00927,群益半導體收益,ETF,ETF
00960,野村全球航運龍頭,ETF,ETF
00961,FT臺灣永續高息,ETF,ETF
00962,台新AI優息動能,ETF,ETF
00963,中信全球高股息,ETF,ETF
020030,統一智慧電動車N,ETN,ETN
020031,統一IC設計臺灣N,ETN,ETN
020032,元大綠能N,ETN,ETN
020034,元大IC設計N,ETN,ETN
020036,元大金融配息N,ETN,ETN
020037,元大金融高股息N,ETN,ETN
020038,元大ESG配息N,ETN,ETN
020039,元大加權N,ETN,ETN
1101,台泥,COMMON_STOCK,水泥
1110,東泥,COMMON_STOCK,水泥
1210,大成,COMMON_STOCK,食品
1213,大飲,COMMON_STOCK,其他
1215,卜蜂,COMMON_STOCK,食品
1229,聯華,COMMON_STOCK,雲端運算
